Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	SMI	POLL	C1	C1E	C3	C6	C7s	C8	C9	C10	POLL%	C1%	C1E%	C3%	C6%	C7s%	C8%	C9%	C10%	CPU%c1	CPU%c3	CPU%c6	CPU%c7	CoreTmp	CoreThr	PkgTmp	Totl%C0	Any%C0	GFX%C0	CPUGFX%	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	Pkg%pc8	Pkg%pc9	Pk%pc10	CPU%LPI	SYS%LPI	PkgWatt	CorWatt	GFXWatt	RAMWatt	PKG_%	RAM_%
195	12.04	1600	3137	0.80	92	0	0	7	3	10	25	0	9	0	0	0.00	12.69	0.64	7.10	50.41	0.00	18.59	0.00	0.00	35.67	10.25	42.04	0.00	48	0	48	101.40	82.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.96	3.18	0.00	1.18	0.00	0.00
367	22.86	1600	3107	0.86	48	0	0	0	2	3	42	0	1	0	0	0.00	0.00	0.68	3.67	71.07	0.00	2.31	0.00	0.00	24.61	4.28	48.26	0.00	48	0	48	153.79	99.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.94	3.64	0.00	1.09	0.00	0.00
453	28.64	1600	3057	0.84	47	0	0	0	4	6	43	0	4	0	0	0.00	0.00	0.88	2.87	60.70	0.00	6.37	0.00	0.00	32.36	3.79	35.20	0.00	48	0	49	216.69	96.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.34	4.58	0.00	1.29	0.00	0.00
305	20.45	1600	2888	0.95	50	0	0	0	0	2	51	0	9	0	0	0.00	0.00	0.00	0.86	61.48	0.00	12.18	0.00	0.00	21.91	1.04	56.60	0.00	49	0	48	144.40	79.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.30	2.99	0.00	0.85	0.00	0.00
376	21.22	1600	3429	0.91	65	0	0	1	1	3	44	0	6	0	0	0.00	0.00	0.11	0.67	75.30	0.00	11.58	0.00	0.00	21.73	0.70	56.35	0.00	49	0	49	199.92	129.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.70	5.17	0.00	1.60	0.00	0.00
289	17.91	1600	3126	0.69	51	0	0	2	1	0	51	0	4	0	0	0.00	0.03	0.20	0.00	77.90	0.00	5.12	0.00	0.00	18.77	0.00	63.32	0.00	48	0	49	140.28	99.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.33	3.41	0.00	1.02	0.00	0.00
186	11.55	1601	3109	0.84	49	0	0	1	1	1	39	0	7	0	0	0.00	0.00	0.28	0.65	78.29	0.00	9.94	0.00	0.00	15.77	1.14	71.54	0.00	48	0	49	91.04	80.39	0.00	0.00	1.81	15.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.40	2.23	0.00	1.15	0.00	0.00
182	11.42	1599	3085	0.84	41	0	0	0	3	3	36	0	9	0	0	0.00	0.00	0.37	0.73	71.75	0.00	15.78	0.00	0.00	15.32	0.00	67.27	5.98	49	0	49	92.84	80.52	0.00	0.00	0.90	15.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.49	2.46	0.00	0.95	0.00	0.00
187	11.65	1601	3102	0.83	49	0	0	0	1	1	37	0	9	0	0	0.00	0.00	0.07	0.59	71.64	0.00	16.57	0.00	0.00	15.37	1.01	71.97	0.00	48	0	48	90.26	79.94	0.00	0.00	1.98	14.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.03	2.14	0.00	0.93	0.00	0.00
182	11.44	1599	3089	0.83	41	0	0	0	1	2	35	0	9	0	0	0.00	0.00	0.26	1.09	71.03	0.00	16.35	0.00	0.00	15.45	1.01	72.10	0.00	48	0	48	92.06	79.95	0.00	0.00	1.94	15.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.52	2.34	0.00	1.13	0.00	0.00
187	11.65	1602	3100	0.84	41	0	0	2	1	4	40	0	7	0	0	0.00	0.07	0.02	0.69	73.57	0.00	14.50	0.00	0.00	15.21	0.00	73.14	0.00	48	0	48	90.50	80.31	0.00	0.00	0.90	13.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.42	2.34	0.00	0.94	0.00	0.00
183	11.42	1600	3097	0.83	49	0	0	0	1	0	33	0	13	0	0	0.00	0.00	0.28	0.00	64.89	0.00	23.81	0.00	0.00	16.04	0.00	71.34	1.19	48	0	49	89.79	79.50	0.00	0.00	2.00	15.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.36	2.41	0.00	0.94	0.00	0.00
182	11.40	1599	3097	0.84	40	0	0	0	2	2	35	0	9	0	0	0.00	0.00	0.35	1.01	73.58	0.00	14.07	0.00	0.00	15.04	1.06	69.84	2.67	48	0	48	91.78	80.44	0.00	0.00	1.05	14.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.07	2.18	0.00	1.11	0.00	0.00
183	11.47	1599	3095	0.83	41	0	0	1	0	2	32	0	12	0	0	0.00	0.06	0.00	0.94	67.87	0.00	20.01	0.00	0.00	15.40	0.84	65.68	6.61	48	0	49	89.72	79.33	0.00	0.00	2.23	14.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.85	2.19	0.00	0.94	0.00	0.00
183	11.44	1601	3098	0.84	49	0	0	1	1	3	41	0	9	0	0	0.00	0.04	0.04	0.31	73.45	0.00	15.15	0.00	0.00	16.48	0.00	65.79	6.29	48	0	49	89.59	79.46	0.00	0.00	2.16	14.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.97	2.20	0.00	1.11	0.00	0.00
183	11.51	1599	3085	0.83	40	0	0	0	2	4	42	0	5	0	0	0.00	0.00	0.30	0.90	81.41	0.00	5.97	0.00	0.00	15.72	0.00	72.77	0.00	49	0	48	92.48	80.52	0.00	0.00	1.13	15.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.04	2.37	0.00	0.94	0.00	0.00
186	11.58	1600	3109	0.83	49	0	0	0	1	0	41	0	7	0	0	0.00	0.00	0.15	0.00	78.82	0.00	10.22	0.00	0.00	15.78	0.00	72.63	0.00	48	0	48	90.27	80.22	0.00	0.00	2.14	14.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.66	2.08	0.00	0.93	0.00	0.00
184	11.52	1600	3089	0.83	41	0	0	0	1	2	34	0	11	0	0	0.00	0.00	0.26	1.06	67.51	0.00	19.82	0.00	0.00	15.79	0.93	70.19	1.57	48	0	49	92.46	80.00	0.00	0.00	2.25	14.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.84	2.15	0.00	1.11	0.00	0.00
184	11.47	1601	3102	0.84	43	0	0	0	1	1	36	0	9	0	0	0.00	0.00	0.28	0.52	71.68	0.00	16.59	0.00	0.00	15.25	0.84	68.98	3.46	48	0	48	89.93	79.67	0.00	0.00	2.11	14.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.93	2.30	0.00	0.93	0.00	0.00
185	11.57	1600	3098	0.83	49	0	0	0	1	1	35	0	10	0	0	0.00	0.00	0.07	0.49	67.03	0.00	21.28	0.00	0.00	15.85	0.80	71.78	0.00	48	0	49	90.56	79.53	0.00	0.00	2.16	14.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.05	2.44	0.00	0.95	0.00	0.00
183	11.44	1600	3088	0.84	40	0	0	1	2	4	40	0	8	0	0	0.00	0.02	0.18	0.79	73.12	0.00	14.62	0.00	0.00	15.39	0.00	73.18	0.00	48	0	48	91.84	80.37	0.00	0.00	1.09	15.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.87	2.24	0.00	1.10	0.00	0.00
183	11.41	1599	3101	0.83	43	0	0	0	1	1	36	0	9	0	0	0.00	0.00	0.11	0.65	72.91	0.00	15.44	0.00	0.00	15.56	1.15	71.68	0.20	48	0	48	89.65	79.69	0.00	0.00	2.19	14.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.84	2.19	0.00	0.95	0.00	0.00
186	11.60	1601	3094	0.83	47	0	0	0	2	4	44	0	6	0	0	0.00	0.00	0.15	0.94	79.94	0.00	7.73	0.00	0.00	15.80	0.95	71.65	0.00	49	0	49	92.09	80.21	0.00	0.00	2.17	14.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.02	2.30	0.00	1.11	0.00	0.00
184	11.47	1600	3102	0.84	42	0	0	0	3	0	37	0	7	0	0	0.00	0.00	0.64	0.00	79.53	0.00	8.90	0.00	0.00	15.55	0.00	69.28	3.70	48	0	48	90.28	79.72	0.00	0.00	1.18	14.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.16	2.41	0.00	0.95	0.00	0.00
185	11.52	1600	3101	0.84	49	0	0	0	1	2	42	0	6	0	0	0.00	0.00	0.13	0.20	77.87	0.00	10.82	0.00	0.00	16.48	0.00	71.99	0.00	48	0	49	89.81	79.68	0.00	0.00	2.18	14.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.89	2.30	0.00	0.92	0.00	0.00
180	11.35	1598	3077	0.83	41	0	0	1	2	2	39	0	6	0	0	0.00	0.02	0.47	0.82	77.40	0.00	9.81	0.00	0.00	15.24	1.28	72.14	0.00	48	0	48	92.29	80.63	0.00	0.00	1.10	14.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.93	2.24	0.00	1.13	0.00	0.00
187	11.62	1602	3107	0.83	41	0	0	0	1	1	36	0	10	0	0	0.00	0.00	0.15	0.50	72.46	0.00	15.95	0.00	0.00	15.58	0.00	68.13	4.66	49	0	49	90.57	80.04	0.00	0.00	2.20	14.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.95	2.35	0.00	0.93	0.00	0.00
184	11.54	1600	3093	0.83	49	0	0	0	1	1	39	0	8	0	0	0.00	0.00	0.19	0.09	72.37	0.00	16.10	0.00	0.00	16.40	0.00	65.87	6.19	48	0	48	90.33	79.27	0.00	0.00	2.19	14.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.06	2.35	0.00	0.95	0.00	0.00
196	12.27	1600	3088	0.82	42	0	0	1	1	4	47	0	4	0	0	0.00	0.00	0.02	0.67	81.46	0.00	5.76	0.00	0.00	16.69	0.00	71.03	0.00	48	0	49	99.49	81.68	0.00	0.00	2.20	12.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.12	2.47	0.00	1.12	0.00	0.00
184	11.45	1600	3103	0.82	43	0	0	0	1	0	38	0	8	0	0	0.00	0.00	0.11	0.00	75.66	0.00	13.38	0.00	0.00	15.64	0.00	72.25	0.65	48	0	49	89.72	79.69	0.00	0.00	2.08	14.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.80	2.17	0.00	0.94	0.00	0.00
185	11.56	1600	3093	0.84	48	0	0	1	2	3	43	0	5	0	0	0.00	0.04	0.28	0.77	80.39	0.00	7.28	0.00	0.00	16.42	0.83	71.19	0.00	48	0	49	93.22	81.74	0.00	0.00	2.18	12.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.98	2.32	0.00	1.10	0.00	0.00
184	11.46	1600	3107	0.83	41	0	0	1	2	3	39	0	6	0	0	0.00	0.04	0.32	0.78	79.06	0.00	9.05	0.00	0.00	15.35	0.00	69.39	3.80	48	0	49	89.88	80.14	0.00	0.00	1.12	13.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.17	2.39	0.00	0.96	0.00	0.00
181	11.31	1600	3094	0.84	49	0	0	0	1	1	35	0	10	0	0	0.00	0.00	0.28	0.65	66.84	0.00	21.27	0.00	0.00	16.26	1.17	69.80	1.46	48	0	49	88.79	79.39	0.00	0.00	2.18	14.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.08	2.49	0.00	0.92	0.00	0.00
181	11.37	1600	3085	0.83	40	0	0	0	2	1	32	0	12	0	0	0.00	0.00	0.45	0.54	64.58	0.00	23.13	0.00	0.00	15.32	0.00	70.22	3.10	48	0	49	91.64	80.28	0.00	0.00	1.10	14.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.92	2.20	0.00	1.13	0.00	0.00
186	11.61	1600	3106	0.83	41	0	0	0	1	1	37	0	9	0	0	0.00	0.00	0.06	0.39	72.08	0.00	16.53	0.00	0.00	15.62	0.00	72.76	0.00	48	0	49	90.69	80.01	0.00	0.00	2.16	14.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.90	2.32	0.00	0.91	0.00	0.00
181	11.34	1600	3089	0.84	49	0	0	0	1	1	32	0	14	0	0	0.00	0.00	0.15	0.52	61.34	0.00	26.83	0.00	0.00	15.90	0.91	65.91	5.94	48	0	48	89.80	79.42	0.00	0.00	2.25	14.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.12	2.37	0.00	1.13	0.00	0.00
186	11.60	1600	3101	0.83	41	0	0	0	3	1	33	0	11	0	0	0.00	0.00	0.61	0.54	67.30	0.00	20.47	0.00	0.00	15.46	0.00	61.92	11.03	48	0	48	92.21	80.50	0.00	0.00	1.07	14.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.11	2.52	0.00	0.94	0.00	0.00
185	11.54	1600	3110	0.83	49	0	0	0	1	3	41	0	7	0	0	0.00	0.00	0.04	0.32	74.98	0.00	13.95	0.00	0.00	16.02	0.00	72.44	0.00	48	0	49	90.34	80.01	0.00	0.00	2.19	14.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.78	2.15	0.00	0.94	0.00	0.00
182	11.44	1600	3074	0.84	41	0	0	0	2	6	44	0	4	0	0	0.00	0.00	0.24	1.61	82.39	0.00	4.11	0.00	0.00	15.71	1.37	69.05	2.43	48	0	49	92.31	80.68	0.00	0.00	1.07	13.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.98	2.26	0.00	1.11	0.00	0.00
185	11.52	1600	3104	0.83	41	0	0	1	2	3	38	0	7	0	0	0.00	0.00	0.32	0.74	77.18	0.00	10.83	0.00	0.00	15.48	0.00	69.75	3.26	48	0	48	90.20	80.55	0.00	0.00	1.14	13.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.18	2.48	0.00	0.94	0.00	0.00
185	11.51	1600	3105	0.84	49	0	0	0	1	1	34	0	11	0	0	0.00	0.00	0.22	0.63	66.81	0.00	21.45	0.00	0.00	16.13	1.07	68.58	2.70	48	0	48	89.66	79.84	0.00	0.00	2.15	14.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.11	2.52	0.00	0.91	0.00	0.00
181	11.34	1600	3080	0.84	40	0	0	0	2	2	33	0	10	0	0	0.00	0.00	0.34	1.08	67.11	0.00	20.05	0.00	0.00	15.06	1.07	66.53	6.00	49	0	48	91.76	80.17	0.00	0.00	1.12	15.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.92	2.22	0.00	1.13	0.00	0.00
184	11.49	1600	3106	0.84	44	0	0	1	0	1	38	0	9	0	0	0.00	0.02	0.00	0.37	71.12	0.00	17.66	0.00	0.00	15.64	0.00	68.60	4.27	48	0	49	89.97	79.91	0.00	0.00	2.14	14.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.92	2.28	0.00	0.92	0.00	0.00
180	11.32	1599	3080	0.84	47	0	0	0	1	1	33	0	13	0	0	0.00	0.00	0.11	0.50	63.31	0.00	24.67	0.00	0.00	15.57	0.88	67.39	4.84	48	0	48	89.46	79.39	0.00	0.00	2.18	14.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.98	2.24	0.00	1.12	0.00	0.00
186	11.61	1601	3106	0.83	41	0	0	0	3	1	34	0	10	0	0	0.00	0.00	0.57	0.52	70.35	0.00	17.62	0.00	0.00	15.43	0.00	68.60	4.36	48	0	48	92.53	80.38	0.00	0.00	1.18	14.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.10	2.51	0.00	0.93	0.00	0.00
185	11.54	1600	3107	0.83	49	0	0	0	1	2	40	0	8	0	0	0.00	0.00	0.15	0.21	76.74	0.00	12.11	0.00	0.00	16.37	0.00	71.43	0.66	48	0	48	90.18	79.84	0.00	0.00	2.16	14.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.77	2.15	0.00	0.95	0.00	0.00
